m is 197
  i   S
-------
  0   0
  1   2
  2   3
  3   5
  4   7
  5  11
  6  13
  7  17
  8  19
  9  23
 10  29
 11  31
 12  37
 13  41
 14  43
 15  47
   i   card  C
-----------------
 128    5   13
 128    6   12
 128    7   11
 128    8   11
 128    9   11
 128   10   16
 128   11   16
 128   12   16
 128   13   16
 128   14   16
 128   15   16
 129    1   16
 129    2   16
 129    3   16
 129    4   15
 129    5   12
 129    6   12
 129    7   11
 129    8   11
 129    9   11
 129   10   10
 129   11   16
 129   12   16
 129   13   16
 129   14   16
 129   15   16
 130    1   16
 130    2   16
 130    3   16
 130    4   13
 130    5   13
 130    6   11
 130    7   12
 130    8   11
 130    9   11
 130   10   16
 130   11   16
 130   12   16
 130   13   16
 130   14   16
 130   15   16
 131    1   16
 131    2   16
 131    3   15
 131    4   16
 131    5   12
 131    6   12
 131    7   11
 131    8   11
 131    9   16
 131   10   11
 131   11   16
 131   12   16
 131   13   16
 131   14   16
 131   15   16
 132    1   16
 132    2   16
 132    3   16
 132    4   13
 132    5   13
 132    6   11
 132    7   11
 132    8   11
 132    9   11
 132   10   16
 132   11   16
 132   12   16
 132   13   16
 132   14   16
 132   15   16
 133    1   16
 133    2   16
 133    3   16
 133    4   15
 133    5   12
 133    6   12
 133    7   11
 133    8   11
 133    9   16
 133   10   16
 133   11   16
 133   12   16
 133   13   16
 133   14   16
 133   15   16
 134    1   16
 134    2   16
 134    3   16
 134    4   14
 134    5   13
 134    6   12
 134    7   11
 134    8   11
 134    9   11
 134   10   16
 134   11   16
 134   12   16
 134   13   16
 134   14   16
 134   15   16
 135    1   16
 135    2   16
 135    3   16
 135    4   16
 135    5   13
 135    6   12
 135    7   11
 135    8   11
 135    9   11
 135   10   16
 135   11   16
 135   12   16
 135   13   16
 135   14   16
 135   15   16
 136    1   16
 136    2   16
 136    3   16
 136    4   14
 136    5   14
 136    6   12
 136    7   12
 136    8   11
 136    9   11
 136   10   16
 136   11   16
 136   12   16
 136   13   16
 136   14   16
 136   15   16
 137    1   16
 137    2   16
 137    3   16
 137    4   16
 137    5   12
 137    6   13
 137    7   11
 137    8   11
 137    9   16
 137   10   11
 137   11   16
 137   12   16
 137   13   16
 137   14   16
 137   15   16
 138    1   16
 138    2   16
 138    3   16
 138    4   13
 138    5   14
 138    6   12
 138    7   12
 138    8   11
 138    9   11
 138   10   16
 138   11   16
 138   12   16
 138   13   16
 138   14   16
 138   15   16
 139    1   16
 139    2   16
 139    3   16
 139    4   16
 139    5   12
 139    6   12
 139    7   11
 139    8   11
 139    9   11
 139   10   16
 139   11   16
 139   12   16
 139   13   16
 139   14   16
 139   15   16
 140    1   16
 140    2   16
 140    3   16
 140    4   14
 140    5   13
 140    6   12
 140    7   12
 140    8   11
 140    9   11
 140   10   16
 140   11   16
 140   12   16
 140   13   16
 140   14   16
 140   15   16
 141    1   16
 141    2   16
 141    3   16
 141    4   16
 141    5   13
 141    6   12
 141    7   12
 141    8   11
 141    9   11
 141   10   11
 141   11   16
 141   12   16
 141   13   16
 141   14   16
 141   15   16
 142    1   16
 142    2   16
 142    3   16
 142    4   15
 142    5   14
 142    6   12
 142    7   12
 142    8   11
 142    9   11
 142   10   16
 142   11   16
 142   12   16
 142   13   16
 142   14   16
 142   15   16
 143    1   16
 143    2   16
 143    3   16
 143    4   16
 143    5   13
 143    6   13
 143    7   11
 143    8   12
 143    9   12
 143   10   11
 143   11   16
 143   12   16
 143   13   16
 143   14   16
 143   15   16
 144    1   16
 144    2   16
 144    3   16
 144    4   14
 144    5   15
 144    6   12
 144    7   12
 144    8   11
 144    9   11
 144   10   16
 144   11   16
 144   12   16
 144   13   16
 144   14   16
 144   15   16
 145    1   16
 145    2   16
 145    3   16
 145    4   16
 145    5   13
 145    6   13
 145    7   12
 145    8   11
 145    9   11
 145   10   12
 145   11   16
 145   12   16
 145   13   16
 145   14   16
 145   15   16
 146    1   16
 146    2   16
 146    3   16
 146    4   15
 146    5   14
 146    6   12
 146    7   12
 146    8   11
 146    9   11
 146   10   16
 146   11   16
 146   12   16
 146   13   16
 146   14   16
 146   15   16
 147    1   16
 147    2   16
 147    3   16
 147    4   16
 147    5   13
 147    6   13
 147    7   12
 147    8   12
 147    9   11
 147   10   11
 147   11   16
 147   12   16
 147   13   16
 147   14   16
 147   15   16
 148    1   16
 148    2   16
 148    3   16
 148    4   15
 148    5   15
 148    6   12
 148    7   12
 148    8   11
 148    9   11
 148   10   16
 148   11   16
 148   12   16
 148   13   16
 148   14   16
 148   15   16
 149    1   16
 149    2   16
 149    3   16
 149    4   16
 149    5   13
 149    6   13
 149    7   12
 149    8   12
 149    9   12
 149   10   11
 149   11   16
 149   12   16
 149   13   16
 149   14   16
 149   15   16
 150    1   16
 150    2   16
 150    3   16
 150    4   14
 150    5   15
 150    6   12
 150    7   12
 150    8   11
 150    9   11
 150   10   16
 150   11   16
 150   12   16
 150   13   16
 150   14   16
 150   15   16
 151    1   16
 151    2   16
 151    3   16
 151    4   16
 151    5   13
 151    6   13
 151    7   12
 151    8   12
 151    9   11
 151   10   12
 151   11   16
 151   12   16
 151   13   16
 151   14   16
 151   15   16
 152    1   16
 152    2   16
 152    3   16
 152    4   14
 152    5   14
 152    6   12
 152    7   12
 152    8   12
 152    9   11
 152   10   16
 152   11   16
 152   12   16
 152   13   16
 152   14   16
 152   15   16
 153    1   16
 153    2   16
 153    3   16
 153    4   16
 153    5   14
 153    6   13
 153    7   12
 153    8   12
 153    9   11
 153   10   11
 153   11   16
 153   12   16
 153   13   16
 153   14   16
 153   15   16
 154    1   16
 154    2   16
 154    3   16
 154    4   15
 154    5   14
 154    6   13
 154    7   12
 154    8   12
 154    9   12
 154   10   16
 154   11   16
 154   12   16
 154   13   16
 154   14   16
 154   15   16
 155    1   16
 155    2   16
 155    3   16
 155    4   16
 155    5   13
 155    6   14
 155    7   12
 155    8   12
 155    9   11
 155   10   11
 155   11   16
 155   12   16
 155   13   16
 155   14   16
 155   15   16
 156    1   16
 156    2   16
 156    3   16
 156    4   15
 156    5   15
 156    6   12
 156    7   13
 156    8   12
 156    9   12
 156   10   16
 156   11   16
 156   12   16
 156   13   16
 156   14   16
 156   15   16
 157    1   16
 157    2   16
 157    3   16
 157    4   16
 157    5   13
 157    6   13
 157    7   12
 157    8   12
 157    9   12
 157   10   11
 157   11   16
 157   12   16
 157   13   16
 157   14   16
 157   15   16
 158    1   16
 158    2   16
 158    3   16
 158    4   15
 158    5   15
 158    6   13
 158    7   12
 158    8   12
 158    9   12
 158   10   11
 158   11   16
 158   12   16
 158   13   16
 158   14   16
 158   15   16
 159    1   16
 159    2   16
 159    3   16
 159    4   16
 159    5   14
 159    6   13
 159    7   12
 159    8   12
 159    9   12
 159   10   12
 159   11   16
 159   12   16
 159   13   16
 159   14   16
 159   15   16
 160    1   16
 160    2   16
 160    3   16
 160    4   15
 160    5   15
 160    6   13
 160    7   13
 160    8   12
 160    9   12
 160   10   16
 160   11   11
 160   12   16
 160   13   16
 160   14   16
 160   15   16
 161    1   16
 161    2   16
 161    3   16
 161    4   16
 161    5   13
 161    6   14
 161    7   12
 161    8   12
 161    9   12
 161   10   12
 161   11   16
 161   12   16
 161   13   16
 161   14   16
 161   15   16
 162    1   16
 162    2   16
 162    3   16
 162    4   15
 162    5   15
 162    6   13
 162    7   13
 162    8   12
 162    9   12
 162   10   16
 162   11   16
 162   12   16
 162   13   16
 162   14   16
 162   15   16
 163    1   16
 163    2   16
 163    3   16
 163    4   16
 163    5   14
 163    6   13
 163    7   12
 163    8   12
 163    9   12
 163   10   12
 163   11   16
 163   12   16
 163   13   16
 163   14   16
 163   15   16
 164    1   16
 164    2   16
 164    3   16
 164    4   16
 164    5   15
 164    6   13
 164    7   13
 164    8   12
 164    9   12
 164   10   12
 164   11   16
 164   12   16
 164   13   16
 164   14   16
 164   15   16
 165    1   16
 165    2   16
 165    3   16
 165    4   16
 165    5   14
 165    6   14
 165    7   13
 165    8   12
 165    9   12
 165   10   12
 165   11   16
 165   12   16
 165   13   16
 165   14   16
 165   15   16
 166    1   16
 166    2   16
 166    3   16
 166    4   16
 166    5   16
 166    6   13
 166    7   13
 166    8   12
 166    9   12
 166   10   12
 166   11   12
 166   12   16
 166   13   16
 166   14   16
 166   15   16
 167    1   16
 167    2   16
 167    3   16
 167    4   16
 167    5   14
 167    6   14
 167    7   12
 167    8   13
 167    9   12
 167   10   12
 167   11   16
 167   12   16
 167   13   16
 167   14   16
 167   15   16
 168    1   16
 168    2   16
 168    3   16
 168    4   15
 168    5   16
 168    6   13
 168    7   13
 168    8   12
 168    9   12
 168   10   13
 168   11   12
 168   12   16
 168   13   16
 168   14   16
 168   15   16
 169    1   16
 169    2   16
 169    3   16
 169    4   16
 169    5   14
 169    6   14
 169    7   12
 169    8   12
 169    9   12
 169   10   12
 169   11   16
 169   12   16
 169   13   16
 169   14   16
 169   15   16
 170    1   16
 170    2   16
 170    3   16
 170    4   16
 170    5   15
 170    6   13
 170    7   13
 170    8   12
 170    9   12
 170   10   13
 170   11   13
 170   12   16
 170   13   16
 170   14   16
 170   15   16
 171    1   16
 171    2   16
 171    3   16
 171    4   16
 171    5   14
 171    6   14
 171    7   13
 171    8   12
 171    9   12
 171   10   12
 171   11   16
 171   12   16
 171   13   16
 171   14   16
 171   15   16
 172    1   16
 172    2   16
 172    3   16
 172    4   16
 172    5   16
 172    6   13
 172    7   13
 172    8   12
 172    9   12
 172   10   12
 172   11   13
 172   12   16
 172   13   16
 172   14   16
 172   15   16
 173    1   16
 173    2   16
 173    3   16
 173    4   16
 173    5   14
 173    6   14
 173    7   13
 173    8   13
 173    9   12
 173   10   12
 173   11   16
 173   12   16
 173   13   16
 173   14   16
 173   15   16
 174    1   16
 174    2   16
 174    3   16
 174    4   16
 174    5   16
 174    6   13
 174    7   13
 174    8   12
 174    9   12
 174   10   15
 174   11   12
 174   12   16
 174   13   16
 174   14   16
 174   15   16
 175    1   16
 175    2   16
 175    3   16
 175    4   16
 175    5   14
 175    6   14
 175    7   13
 175    8   13
 175    9   12
 175   10   12
 175   11   16
 175   12   16
 175   13   16
 175   14   16
 175   15   16
 176    1   16
 176    2   16
 176    3   16
 176    4   16
 176    5   16
 176    6   14
 176    7   13
 176    8   12
 176    9   12
 176   10   12
 176   11   15
 176   12   16
 176   13   16
 176   14   16
 176   15   16
 177    1   16
 177    2   16
 177    3   16
 177    4   16
 177    5   15
 177    6   14
 177    7   13
 177    8   13
 177    9   12
 177   10   12
 177   11   16
 177   12   16
 177   13   16
 177   14   16
 177   15   16
 178    1   16
 178    2   16
 178    3   16
 178    4   16
 178    5   16
 178    6   13
 178    7   14
 178    8   13
 178    9   12
 178   10   12
 178   11   12
 178   12   16
 178   13   16
 178   14   16
 178   15   16
 179    1   16
 179    2   16
 179    3   16
 179    4   16
 179    5   15
 179    6   15
 179    7   13
 179    8   13
 179    9   12
 179   10   12
 179   11   16
 179   12   16
 179   13   16
 179   14   16
 179   15   16
 180    1   16
 180    2   16
 180    3   16
 180    4   16
 180    5   16
 180    6   13
 180    7   13
 180    8   12
 180    9   13
 180   10   13
 180   11   12
 180   12   16
 180   13   16
 180   14   16
 180   15   16
 181    1   16
 181    2   16
 181    3   16
 181    4   16
 181    5   14
 181    6   15
 181    7   13
 181    8   13
 181    9   12
 181   10   12
 181   11   16
 181   12   16
 181   13   16
 181   14   16
 181   15   16
 182    1   16
 182    2   16
 182    3   16
 182    4   16
 182    5   16
 182    6   14
 182    7   13
 182    8   13
 182    9   12
 182   10   12
 182   11   13
 182   12   16
 182   13   16
 182   14   16
 182   15   16
 183    1   16
 183    2   16
 183    3   16
 183    4   16
 183    5   15
 183    6   14
 183    7   13
 183    8   13
 183    9   12
 183   10   12
 183   11   16
 183   12   16
 183   13   16
 183   14   16
 183   15   16
 184    1   16
 184    2   16
 184    3   16
 184    4   16
 184    5   16
 184    6   14
 184    7   14
 184    8   13
 184    9   13
 184   10   12
 184   11   12
 184   12   16
 184   13   16
 184   14   16
 184   15   16
 185    1   16
 185    2   16
 185    3   16
 185    4   16
 185    5   15
 185    6   15
 185    7   13
 185    8   13
 185    9   12
 185   10   12
 185   11   16
 185   12   16
 185   13   16
 185   14   16
 185   15   16
 186    1   16
 186    2   16
 186    3   16
 186    4   16
 186    5   16
 186    6   14
 186    7   14
 186    8   13
 186    9   13
 186   10   13
 186   11   12
 186   12   16
 186   13   16
 186   14   16
 186   15   16
 187    1   16
 187    2   16
 187    3   16
 187    4   16
 187    5   15
 187    6   15
 187    7   13
 187    8   13
 187    9   12
 187   10   12
 187   11   16
 187   12   16
 187   13   16
 187   14   16
 187   15   16
 188    1   16
 188    2   16
 188    3   16
 188    4   16
 188    5   16
 188    6   14
 188    7   14
 188    8   13
 188    9   13
 188   10   12
 188   11   13
 188   12   16
 188   13   16
 188   14   16
 188   15   16
 189    1   16
 189    2   16
 189    3   16
 189    4   16
 189    5   16
 189    6   15
 189    7   13
 189    8   13
 189    9   13
 189   10   12
 189   11   16
 189   12   16
 189   13   16
 189   14   16
 189   15   16
 190    1   16
 190    2   16
 190    3   16
 190    4   16
 190    5   16
 190    6   14
 190    7   14
 190    8   13
 190    9   13
 190   10   12
 190   11   12
 190   12   16
 190   13   16
 190   14   16
 190   15   16
 191    1   16
 191    2   16
 191    3   16
 191    4   16
 191    5   15
 191    6   16
 191    7   13
 191    8   13
 191    9   13
 191   10   13
 191   11   16
 191   12   16
 191   13   16
 191   14   16
 191   15   16
 192    1   16
 192    2   16
 192    3   16
 192    4   16
 192    5   16
 192    6   14
 192    7   14
 192    8   13
 192    9   13
 192   10   12
 192   11   12
 192   12   16
 192   13   16
 192   14   16
 192   15   16
 193    1   16
 193    2   16
 193    3   16
 193    4   16
 193    5   16
 193    6   15
 193    7   13
 193    8   13
 193    9   13
 193   10   13
 193   11   16
 193   12   16
 193   13   16
 193   14   16
 193   15   16
 194    1   16
 194    2   16
 194    3   16
 194    4   16
 194    5   16
 194    6   14
 194    7   14
 194    8   13
 194    9   13
 194   10   13
 194   11   12
 194   12   16
 194   13   16
 194   14   16
 194   15   16
 195    1   16
 195    2   16
 195    3   16
 195    4   16
 195    5   16
 195    6   16
 195    7   14
 195    8   13
 195    9   13
 195   10   13
 195   11   12
 195   12   16
 195   13   16
 195   14   16
 195   15   16
 196    1   16
 196    2   16
 196    3   16
 196    4   16
 196    5   16
 196    6   15
 196    7   14
 196    8   13
 196    9   13
 196   10   13
 196   11   13
 196   12   16
 196   13   16
 196   14   16
 196   15   16
 197    1   16
 197    2   16
 197    3   16
 197    4   16
 197    5   15
 197    6   16
 197    7   13
 197    8   14
 197    9   13
 197   10   13
 197   11   16
 197   12   12
 197   13   16
 197   14   16
 197   15   16
No solution with 1 elements
No solution with 2 elements
No solution with 3 elements
No solution with 4 elements
Solution with 5 elements
  i   S
-------
 15  47
 14  43
 13  41
 12  37
 10  29
No solution with 6 elements
Solution with 7 elements
  i   S
-------
 13  41
 12  37
 11  31
 10  29
  9  23
  8  19
  7  17
Solution with 8 elements
  i   S
-------
 14  43
 12  37
 11  31
 10  29
  9  23
  8  19
  6  13
  1   2
Solution with 9 elements
  i   S
-------
 13  41
 12  37
 10  29
  9  23
  8  19
  7  17
  6  13
  5  11
  4   7
Solution with 10 elements
  i   S
-------
 13  41
 12  37
 10  29
  9  23
  8  19
  7  17
  6  13
  5  11
  3   5
  1   2
No solution with 11 elements
Solution with 12 elements
  i   S
-------
 12  37
 11  31
 10  29
  9  23
  8  19
  7  17
  6  13
  5  11
  4   7
  3   5
  2   3
  1   2
No solution with 13 elements
No solution with 14 elements
No solution with 15 elements
